condition,seed,round,pre_acc,arm,d_acc,minus_kd,broken,fixed_peer_agree,fixed_peer_disagree,changed,kl,weight_change_backbone,weight_change_head
ce_head,2,79,36.46000027656555,ce_head,-0.8599996566772461,-0.5199998617172241,5.200000107288361,3.280000016093254,1.059999968856573,19.699999690055847,0.3963255286216736,0.0,0.7965361454666007
ce_head,2,79,36.46000027656555,ce,10.999998450279236,11.339998245239258,11.11999973654747,20.100000500679016,2.019999921321869,57.71999955177307,1.129333257675171,0.9356486199643469,0.5210794445413299
ce_head,2,79,36.46000027656555,ce_lowlr,8.059999346733093,8.399999141693115,10.100000351667404,16.120000183582306,2.0400000736117363,50.52000284194946,0.6979199051856995,0.22046603653880165,0.15178628770325345
ce_head,2,80,36.800000071525574,kd,-0.26000142097473145,0.0,2.580000087618828,0.4000000189989805,1.9200000911951065,10.520000010728836,0.04808669909834862,0.08044620606082596,0.09026008811587534
ce_head,2,80,36.800000071525574,ce_head,-0.9999990463256836,-0.7399976253509521,5.700000002980232,3.060000017285347,1.640000008046627,21.379999816417694,0.311226487159729,0.0,0.6870565832956728
ce_head,2,80,36.800000071525574,ce,9.90000069141388,10.16000211238861,11.180000007152557,17.820000648498535,3.2600000500679016,55.640000104904175,0.9965044856071472,0.3128816163575122,0.46285795278707603
ce_head,2,80,36.800000071525574,ce_lowlr,5.6800007820129395,5.940002202987671,5.420000106096268,8.479999750852585,2.6200000196695328,33.25999975204468,0.44797179102897644,0.07195784108799522,0.14075235336383843
ce_head,2,81,36.57999932765961,kd,-0.15999972820281982,0.0,2.380000054836273,0.7799999788403511,1.4399999752640724,9.939999878406525,0.05042080581188202,0.13174803177084635,0.10519318880266974
ce_head,2,81,36.57999932765961,ce_head,-3.639999032020569,-3.479999303817749,12.139999866485596,7.119999825954437,1.3799999840557575,38.31999897956848,0.4247821271419525,0.0,0.6770769873317319
ce_head,2,81,36.57999932765961,ce,14.599999785423279,14.759999513626099,9.719999879598618,21.35999947786331,2.9600000008940697,56.36000037193298,0.9450294971466064,0.9552244038425257,0.44067940029608627
ce_head,2,81,36.57999932765961,ce_lowlr,11.360001564025879,11.520001292228699,6.74000009894371,15.899999439716339,2.199999988079071,44.74000036716461,0.6390041708946228,0.2240280946868601,0.11930695560975031
ce_head,2,82,36.57999932765961,kd,-0.020000338554382324,0.0,1.5399999916553497,0.7799999788403511,0.7400000002235174,6.8800002336502075,0.024312522262334824,0.09131173572255452,0.06978625159533298
ce_head,2,82,36.57999932765961,ce_head,-2.339997887611389,-2.319997549057007,7.400000095367432,4.1600000113248825,0.8999999612569809,25.31999945640564,0.3352842628955841,0.0,0.8153310866132728
