group,seed,round_index,relative_round,phase,val_acc,delta_acc,cos_ce_kl,g_ce_norm,g_kl_norm
0.3,789,12,-88,kl,76.22,0.7000000000000028,0.5667724609375,0.49850472807884216,1.2509241104125977
0.3,789,13,-87,kl,77.14,0.9200000000000017,0.5237946510314941,0.44798189401626587,1.1720610857009888
0.3,789,14,-86,kl,76.04,-1.0999999999999943,0.31431901454925537,0.374220609664917,1.0964056253433228
0.3,789,15,-85,kl,76.0,-0.04000000000000625,0.509232759475708,0.41051527857780457,1.1101994514465332
0.3,789,16,-84,kl,77.02,1.019999999999996,0.42129236459732056,0.3864627480506897,1.26181161403656
0.3,789,17,-83,kl,77.62,0.6000000000000085,0.5901390910148621,0.4766225218772888,1.1360931396484375
0.3,789,18,-82,kl,78.1,0.47999999999998977,0.4362267851829529,0.39234399795532227,1.2458527088165283
0.3,789,19,-81,kl,78.3,0.20000000000000284,0.5581291913986206,0.43749144673347473,1.1255332231521606
0.3,789,20,-80,kl,78.0,-0.29999999999999716,0.4924132823944092,0.396289199590683,0.9582809805870056
0.3,789,21,-79,kl,77.7,-0.29999999999999716,0.6349422931671143,0.470329612493515,1.1041260957717896
0.3,789,22,-78,kl,78.74,1.039999999999992,0.5385587215423584,0.42757102847099304,1.1806340217590332
0.3,789,23,-77,kl,80.52,1.7800000000000011,0.47709476947784424,0.385802298784256,0.9560895562171936
0.3,789,24,-76,kl,79.84,-0.6799999999999926,0.5261743068695068,0.41489338874816895,1.0619992017745972
0.3,789,25,-75,kl,81.2,1.3599999999999994,0.47199583053588867,0.3764443099498749,0.9553651213645935
0.3,789,26,-74,kl,80.48,-0.7199999999999989,0.5380333662033081,0.41351649165153503,0.9814666509628296
0.3,789,27,-73,kl,80.76,0.28000000000000114,0.47192227840423584,0.3805420696735382,0.9814117550849915
0.3,789,28,-72,kl,80.0,-0.7600000000000051,0.598722517490387,0.46936339139938354,1.0626704692840576
0.3,789,29,-71,kl,79.02,-0.980000000000004,0.5213476419448853,0.46269509196281433,1.2412323951721191
0.3,789,30,-70,kl,80.3,1.2800000000000011,0.5848767757415771,0.4310961961746216,1.0506784915924072
0.3,789,31,-69,kl,79.12,-1.1799999999999926,0.5209466218948364,0.43932604789733887,0.9884355664253235
0.3,789,32,-68,kl,81.04,1.9200000000000017,0.47280028462409973,0.41700828075408936,1.0181643962860107
0.3,789,33,-67,kl,80.26,-0.7800000000000011,0.4903406798839569,0.443169504404068,1.0799355506896973
0.3,789,34,-66,kl,80.14,-0.12000000000000455,0.5443425178527832,0.458909809589386,1.1104395389556885
0.3,789,35,-65,kl,81.84,1.7000000000000028,0.546635627746582,0.43938368558883667,0.9682060480117798
0.3,789,36,-64,kl,81.2,-0.6400000000000006,0.38618549704551697,0.3853447735309601,0.9307747483253479
0.3,789,37,-63,kl,81.12,-0.0799999999999983,0.5464230179786682,0.4136684238910675,1.0222387313842773
0.3,789,38,-62,kl,79.46,-1.6600000000000108,0.24051964282989502,0.3538724184036255,1.2645432949066162
0.3,789,39,-61,kl,80.96,1.5,0.40232735872268677,0.4175134599208832,1.3066991567611694
0.3,789,40,-60,kl,79.72,-1.2399999999999949,0.5992932319641113,0.4581954777240753,1.0475962162017822
0.3,789,41,-59,kl,79.84,0.12000000000000455,0.6068495512008667,0.46209654211997986,1.1126585006713867
0.3,789,42,-58,kl,81.46,1.6199999999999903,0.5835872888565063,0.45004725456237793,1.1293452978134155
0.3,789,43,-57,kl,81.44,-0.01999999999999602,0.5739725232124329,0.45839905738830566,1.2633330821990967
0.3,789,44,-56,kl,78.32,-3.1200000000000045,0.7211788892745972,0.5628907084465027,1.5254449844360352
0.3,789,45,-55,kl,79.58,1.2600000000000051,0.5685194134712219,0.4620158076286316,1.2683559656143188
0.3,789,46,-54,kl,80.94,1.3599999999999994,0.4593981206417084,0.4020766615867615,1.0249215364456177
0.3,789,47,-53,kl,80.06,-0.8799999999999955,0.42669472098350525,0.39044710993766785,0.8803878426551819
0.3,789,48,-52,kl,80.34,0.28000000000000114,0.5352637767791748,0.44893109798431396,1.0684194564819336
0.3,789,49,-51,kl,80.18,-0.1599999999999966,0.45879703760147095,0.43195927143096924,1.06568443775177
0.3,789,50,-50,kl,80.7,0.519999999999996,0.5383546948432922,0.4460100829601288,1.127346158027649
0.3,789,51,-49,kl,81.26,0.5600000000000023,0.5213799476623535,0.42479559779167175,1.0181313753128052
